"","ID","elev","slope","n.ness","e.ness","h.load","tpi","tri"
"45",45,2232.9521484375,0.225810637183383,0.848487476639876,-0.529215458943988,0.921469684690237,-0.468994140625,5.7859722131259
"46",46,2240.47534179688,0.105310153272545,-0.993325844825837,-0.11534195247627,1.02608275413513,-0.18359375,2.92763224417884
"47",47,2662.12133789062,0.0871429793240955,0.401082690858842,0.916041852260818,0.933439745567739,0.1552734375,2.15594706964366
"48",48,2661.28051757812,0.0957730276054058,0.23310623164127,0.972451276296148,0.931666319258511,-0.180419921875,2.40484239848988
"49",49,2528.21630859375,0.126061895766131,0.157025873157593,0.987594489230826,0.914140530861914,0.323974609375,3.33752554587256
"50",50,2550.40576171875,0.129772003736605,-0.981830064232738,0.189762285422412,1.01559154875576,0.142333984375,3.2140344502621
"51",51,2700.00561523438,0.125321518239794,0.589534860155547,0.807742934764136,0.901538352482021,-0.12744140625,3.13383222807592
"52",52,2654.11059570312,0.034787288727603,-0.985118930394072,-0.171874061391586,1.00575741427019,-0.013916015625,0.84780193430542
"53",53,2624.35083007812,0.0504274379616051,-0.948900737738172,0.315574697844985,1.00007638614625,0.15771484375,1.37934321755358
"54",54,2621.71728515625,0.0651300802961986,0.716402853236652,0.697686858034738,0.946429643314332,0.09326171875,1.64397578701232
"55",55,2875.62255859375,0.201418467202134,-0.98240771671398,0.186748703183781,1.02324689365923,0.032958984375,4.94756174387289
"56",56,2808.759765625,0.22001256005839,0.68946570699428,0.724318327035067,0.824651401489973,-0.073974609375,5.4959522817444
"57",57,2810.63110351562,0.360166403599746,0.0201050364131289,0.999797873327818,0.76190497726202,-0.92041015625,9.82301404479307
"58",58,2710.951171875,0.0966311011789605,-0.89704987982612,-0.44192930781285,1.03289258293808,0.315185546875,2.98068541492963
"59",59,2702.0048828125,0.0953843068032056,0.703621454359858,0.710575012904703,0.923688369803131,0.069091796875,2.3843319660268
"60",60,2654.1650390625,0.0441926115684776,-0.986165423673892,-0.165764161235452,1.00885055866092,0.170166015625,1.16827975313979
